	black_rockcod.fa	stickleback
OG0000095	XP_010794628.1, XP_010794629.1	ENSGACP00000017100.1, ENSGACP00000017104.1, ENSGACP00000017117.1, ENSGACP00000017121.1, ENSGACP00000017124.1, ENSGACP00000025924.1, ENSGACP00000025926.1
OG0000096		ENSGACP00000005677.1, ENSGACP00000005682.1, ENSGACP00000005685.1, ENSGACP00000005690.1, ENSGACP00000005694.1, ENSGACP00000005696.1, ENSGACP00000005699.1, ENSGACP00000005700.1, ENSGACP00000005702.1
OG0000097	XP_010764105.1, XP_010764106.1, XP_010764107.1, XP_010764109.1, XP_010764110.1, XP_010764111.1, XP_010764113.1	ENSGACP00000014645.1
OG0000098	XP_010764343.1, XP_010764344.1, XP_010795578.1	ENSGACP00000018326.1, ENSGACP00000018340.1, ENSGACP00000018343.1, ENSGACP00000018349.1, ENSGACP00000018358.1
OG0000099	XP_010764716.1, XP_010779700.1, XP_010795238.1	ENSGACP00000008257.1, ENSGACP00000014150.1, ENSGACP00000014171.1, ENSGACP00000014185.1, ENSGACP00000015495.1
OG0000100	XP_010765602.1, XP_010765603.1, XP_010765604.1, XP_010782718.1	ENSGACP00000011776.1, ENSGACP00000011779.1, ENSGACP00000015426.1, ENSGACP00000026026.2
OG0000101	XP_010766224.1, XP_010766231.1, XP_010766238.1, XP_010766247.1, XP_010766256.1, XP_010766263.1, XP_010766271.1	ENSGACP00000008607.1
OG0000102	XP_010766352.1, XP_010767726.1, XP_010792626.1	ENSGACP00000000422.1, ENSGACP00000002917.1, ENSGACP00000002919.1, ENSGACP00000003953.1, ENSGACP00000024112.1
OG0000103	XP_010767544.1, XP_010789748.1, XP_010789912.1, XP_010790483.1	ENSGACP00000013171.1, ENSGACP00000013178.1, ENSGACP00000013181.1, ENSGACP00000020632.1
OG0000104	XP_010767880.1, XP_010768794.1, XP_010768795.1, XP_010792558.1	ENSGACP00000005804.1, ENSGACP00000007832.1, ENSGACP00000018769.1, ENSGACP00000018773.1
OG0000105	XP_010768598.1, XP_010768599.1, XP_010768600.1, XP_010768601.1, XP_010768602.1, XP_010768603.1, XP_010768604.1	ENSGACP00000007979.1
OG0000106	XP_010768874.1, XP_010768875.1, XP_010768876.1, XP_010768877.1, XP_010768878.1, XP_010768879.1, XP_010768880.1	ENSGACP00000010693.1
OG0000107	XP_010769275.1, XP_010769276.1, XP_010769277.1, XP_010769278.1, XP_010769279.1, XP_010769281.1, XP_010769282.1	ENSGACP00000025018.1
OG0000108	XP_010769308.1, XP_010769315.1, XP_010769323.1, XP_010769330.1, XP_010769337.1, XP_010769344.1, XP_010769353.1	ENSGACP00000005344.1
OG0000109	XP_010769351.1	ENSGACP00000001009.1, ENSGACP00000001299.1, ENSGACP00000002124.1, ENSGACP00000002380.1, ENSGACP00000002876.1, ENSGACP00000019251.1, ENSGACP00000019252.1
OG0000110	XP_010769411.1, XP_010769412.1, XP_010769413.1, XP_010769414.1, XP_010769415.1, XP_010769416.1, XP_010769417.1	ENSGACP00000025633.1
OG0000111	XP_010770242.1, XP_010770243.1, XP_010770245.1, XP_010770549.1	ENSGACP00000002138.1, ENSGACP00000002140.1, ENSGACP00000002142.1, ENSGACP00000013394.1
OG0000112	XP_010770249.1, XP_010770716.1, XP_010788389.1, XP_010791327.1	ENSGACP00000013727.1, ENSGACP00000016089.1, ENSGACP00000016091.1, ENSGACP00000027312.1
OG0000113	XP_010770809.1, XP_010770810.1, XP_010770811.1, XP_010770812.1, XP_010770813.1, XP_010770814.1	ENSGACP00000004346.1, ENSGACP00000004354.1
OG0000114	XP_010771055.1, XP_010771056.1, XP_010771057.1, XP_010771058.1, XP_010771059.1, XP_010771060.1, XP_010771062.1	ENSGACP00000012401.1
OG0000115	XP_010771310.1	ENSGACP00000001162.1, ENSGACP00000001164.1, ENSGACP00000022987.1, ENSGACP00000022988.1, ENSGACP00000022989.1, ENSGACP00000023375.1, ENSGACP00000023378.1
OG0000116	XP_010772102.1, XP_010772103.1, XP_010772104.1, XP_010772106.1, XP_010772107.1, XP_010772108.1	ENSGACP00000001840.1, ENSGACP00000007479.1
OG0000117	XP_010772299.1	ENSGACP00000005731.1, ENSGACP00000005736.1, ENSGACP00000005739.1, ENSGACP00000005749.1, ENSGACP00000005928.1, ENSGACP00000005937.1, ENSGACP00000005945.1
OG0000118	XP_010772806.1, XP_010772814.1, XP_010772819.1, XP_010772826.1, XP_010772833.1	ENSGACP00000006420.1, ENSGACP00000006426.1, ENSGACP00000006429.1
OG0000119	XP_010774660.1, XP_010783218.1	ENSGACP00000008292.1, ENSGACP00000008301.1, ENSGACP00000015829.1, ENSGACP00000023258.1, ENSGACP00000023260.1, ENSGACP00000023319.1
OG0000120	XP_010774699.1	ENSGACP00000005445.1, ENSGACP00000018731.1, ENSGACP00000018738.1, ENSGACP00000020135.1, ENSGACP00000025519.1, ENSGACP00000026696.1, ENSGACP00000026697.1
OG0000121	XP_010775107.1, XP_010775108.1, XP_010775109.1, XP_010775119.1	ENSGACP00000022221.1, ENSGACP00000022229.1, ENSGACP00000022230.1, ENSGACP00000022233.1
OG0000122	XP_010775746.1, XP_010775747.1, XP_010775748.1, XP_010775749.1, XP_010775750.1, XP_010775751.1	ENSGACP00000018269.2, ENSGACP00000018274.1
OG0000123	XP_010776042.1, XP_010777773.1, XP_010777774.1, XP_010795575.1	ENSGACP00000009118.1, ENSGACP00000020055.1, ENSGACP00000020056.1, ENSGACP00000020061.1
OG0000124	XP_010776138.1	ENSGACP00000000305.1, ENSGACP00000000306.1, ENSGACP00000000308.1, ENSGACP00000011648.1, ENSGACP00000011658.1, ENSGACP00000011664.1, ENSGACP00000011666.1
OG0000125	XP_010776155.1, XP_010776158.1, XP_010776803.1, XP_010777672.1	ENSGACP00000016824.1, ENSGACP00000027107.1, ENSGACP00000027111.1, ENSGACP00000027113.1
OG0000126	XP_010776649.1, XP_010777949.1	ENSGACP00000008231.1, ENSGACP00000020728.1, ENSGACP00000020732.1, ENSGACP00000024370.1, ENSGACP00000024372.1, ENSGACP00000025526.1
OG0000127	XP_010776720.1, XP_010776721.1, XP_010776722.1, XP_010776723.1, XP_010776724.1	ENSGACP00000024362.1, ENSGACP00000024363.1, ENSGACP00000024365.1
OG0000128	XP_010776975.1, XP_010776976.1, XP_010776977.1, XP_010784886.1, XP_010784894.1, XP_010784901.1	ENSGACP00000004087.1, ENSGACP00000020228.1
OG0000129	XP_010777191.1, XP_010791740.1, XP_010791741.1, XP_010791742.1, XP_010791743.1, XP_010791744.1	ENSGACP00000004445.2, ENSGACP00000018662.1
OG0000130	XP_010779121.1, XP_010779122.1, XP_010779123.1, XP_010779124.1, XP_010779125.1, XP_010779126.1	ENSGACP00000007952.1, ENSGACP00000007955.1
OG0000131	XP_010779248.1, XP_010779249.1, XP_010779250.1, XP_010779251.1, XP_010779252.1, XP_010779253.1, XP_010779254.1	ENSGACP00000005257.1
OG0000132	XP_010779364.1, XP_010779371.1, XP_010779378.1, XP_010779385.1, XP_010779392.1, XP_010779400.1, XP_010779407.1	ENSGACP00000002973.1
OG0000133	XP_010779479.1, XP_010779480.1, XP_010779481.1, XP_010779482.1, XP_010779483.1, XP_010779484.1, XP_010779485.1	ENSGACP00000009425.1
OG0000134	XP_010779496.1, XP_010779497.1, XP_010779498.1, XP_010779499.1, XP_010779500.1, XP_010779501.1	ENSGACP00000009274.1, ENSGACP00000009288.1
OG0000135	XP_010780035.1, XP_010780036.1, XP_010780037.1, XP_010780038.1, XP_010780039.1, XP_010780040.1, XP_010780041.1	ENSGACP00000021007.1
OG0000136	XP_010781552.1, XP_010781560.1	ENSGACP00000017698.1, ENSGACP00000017718.1, ENSGACP00000017728.1, ENSGACP00000017733.1, ENSGACP00000024065.1, ENSGACP00000024066.1
OG0000137	XP_010782292.1, XP_010782293.1, XP_010782294.1, XP_010782295.1, XP_010782296.1, XP_010782298.1, XP_010782299.1	ENSGACP00000022705.1
OG0000138	XP_010782624.1, XP_010782626.1, XP_010782627.1, XP_010782628.1, XP_010782629.1, XP_010782630.1, XP_010782631.1	ENSGACP00000005787.1
OG0000139	XP_010783162.1, XP_010783163.1, XP_010783164.1, XP_010783165.1, XP_010783167.1, XP_010783168.1	ENSGACP00000017465.1, ENSGACP00000017468.1
OG0000140	XP_010783345.1, XP_010783353.1, XP_010783361.1, XP_010783368.1, XP_010783376.1, XP_010783384.1	ENSGACP00000017021.1, ENSGACP00000017026.1
OG0000141	XP_010783431.1, XP_010792119.1, XP_010792121.1, XP_010792122.1	ENSGACP00000000126.1, ENSGACP00000002652.1, ENSGACP00000013079.1, ENSGACP00000020995.1
OG0000142	XP_010784043.1, XP_010784044.1, XP_010784045.1, XP_010784046.1, XP_010784047.1	ENSGACP00000003071.1, ENSGACP00000003090.1, ENSGACP00000003093.1
OG0000143	XP_010784926.1, XP_010784927.1, XP_010784928.1, XP_010784929.1, XP_010784930.1, XP_010784931.1, XP_010784932.1	ENSGACP00000027084.1
OG0000144	XP_010785219.1, XP_010785220.1, XP_010785221.1, XP_010785222.1, XP_010785223.1, XP_010785224.1, XP_010785225.1	ENSGACP00000022993.1
OG0000145	XP_010787292.1, XP_010787293.1, XP_010787294.1, XP_010787295.1, XP_010787296.1, XP_010787297.1, XP_010787299.1	ENSGACP00000016648.1
OG0000146	XP_010787773.1	ENSGACP00000011169.1, ENSGACP00000011348.1, ENSGACP00000011579.1, ENSGACP00000011580.1, ENSGACP00000011715.1, ENSGACP00000011899.1, ENSGACP00000017266.1
OG0000147	XP_010788880.1, XP_010788881.1, XP_010788882.1, XP_010788883.1, XP_010788884.1, XP_010788885.1, XP_010788886.1	ENSGACP00000015971.1
OG0000148	XP_010789292.1	ENSGACP00000021192.1, ENSGACP00000026427.1, ENSGACP00000026428.1, ENSGACP00000026433.1, ENSGACP00000026518.1, ENSGACP00000026522.1, ENSGACP00000026524.1
OG0000149	XP_010789452.1, XP_010789453.1, XP_010789454.1, XP_010789456.1, XP_010789457.1, XP_010789458.1, XP_010789459.1	ENSGACP00000014441.1
OG0000150	XP_010789494.1, XP_010789495.1, XP_010789496.1, XP_010789497.1, XP_010789499.1, XP_010789503.1, XP_010789504.1	ENSGACP00000011612.1
OG0000151	XP_010790853.1, XP_010790854.1, XP_010790855.1, XP_010790856.1, XP_010790857.1, XP_010790858.1	ENSGACP00000023080.2, ENSGACP00000023084.1
OG0000152	XP_010791946.1, XP_010791947.1, XP_010791948.1, XP_010791949.1, XP_010791950.1, XP_010791951.1	ENSGACP00000020580.1, ENSGACP00000020582.1
OG0000153	XP_010792388.1, XP_010792389.1, XP_010792390.1, XP_010792391.1, XP_010792392.1	ENSGACP00000020163.1, ENSGACP00000020165.1, ENSGACP00000020168.1
OG0000154	XP_010793159.1, XP_010793160.1, XP_010793161.1, XP_010793162.1, XP_010793163.1, XP_010793164.1	ENSGACP00000020920.1, ENSGACP00000020921.1
OG0000155	XP_010793236.1, XP_010793238.1, XP_010793239.1, XP_010793240.1, XP_010793241.1, XP_010793242.1, XP_010793243.1	ENSGACP00000023074.1
OG0000156	XP_010793351.1, XP_010793352.1, XP_010793353.1, XP_010793354.1, XP_010793355.1, XP_010793357.1, XP_010793358.1	ENSGACP00000024729.1
OG0000157	XP_010793558.1, XP_010793559.1, XP_010793560.1, XP_010793561.1, XP_010793562.1, XP_010793564.1, XP_010793565.1	ENSGACP00000024019.1
OG0000158	XP_010794492.1, XP_010794493.1, XP_010794494.1, XP_010794496.1, XP_010794497.1	ENSGACP00000020868.1, ENSGACP00000020871.1, ENSGACP00000020872.1
OG0000159	XP_010794814.1, XP_010794815.1, XP_010794817.1, XP_010794818.1, XP_010794819.1, XP_010794820.1, XP_010794821.1	ENSGACP00000022399.2
OG0000160		ENSGACP00000001827.1, ENSGACP00000002414.1, ENSGACP00000003571.1, ENSGACP00000010085.1, ENSGACP00000016896.1, ENSGACP00000017660.1, ENSGACP00000024802.1, ENSGACP00000025948.1
OG0000161	XP_010764391.1, XP_010764392.1, XP_010764393.1, XP_010764394.1, XP_010764395.1, XP_010764397.1	ENSGACP00000023000.1
OG0000162	XP_010764505.1, XP_010764506.1, XP_010764507.1, XP_010764508.1, XP_010764509.1, XP_010764510.1	ENSGACP00000011739.1
OG0000163	XP_010764772.1, XP_010769141.1, XP_010793796.1	ENSGACP00000000609.1, ENSGACP00000019203.1, ENSGACP00000020244.1, ENSGACP00000026587.1
OG0000164	XP_010764842.1, XP_010794572.1	ENSGACP00000000918.1, ENSGACP00000000921.1, ENSGACP00000005221.1, ENSGACP00000009341.1, ENSGACP00000010277.1
OG0000165	XP_010764914.1, XP_010765637.1, XP_010765638.1, XP_010765639.1, XP_010765640.1, XP_010765641.1	ENSGACP00000008670.1
OG0000166	XP_010765080.1, XP_010769356.1, XP_010773804.1	ENSGACP00000002179.1, ENSGACP00000002398.1, ENSGACP00000016381.1, ENSGACP00000026181.1
OG0000167	XP_010765217.1, XP_010779361.1, XP_010783351.1	ENSGACP00000004341.2, ENSGACP00000004348.1, ENSGACP00000004364.1, ENSGACP00000012160.1
OG0000168	XP_010765267.1, XP_010784258.1	ENSGACP00000024647.1, ENSGACP00000024648.1, ENSGACP00000024650.1, ENSGACP00000024651.1, ENSGACP00000024652.1
OG0000169	XP_010765371.1, XP_010765372.1, XP_010765373.1, XP_010765374.1, XP_010765375.1, XP_010765376.1	ENSGACP00000016672.1
OG0000170	XP_010765509.1, XP_010772461.1, XP_010772997.1	ENSGACP00000001102.1, ENSGACP00000003324.1, ENSGACP00000015617.1, ENSGACP00000015621.1
OG0000171	XP_010765657.1, XP_010774071.1, XP_010774138.1, XP_010779381.1, XP_010784119.1, XP_010793131.1	ENSGACP00000000660.1
OG0000172	XP_010766150.1	ENSGACP00000004403.1, ENSGACP00000022428.1, ENSGACP00000022431.1, ENSGACP00000023415.1, ENSGACP00000024321.1, ENSGACP00000024322.1
OG0000173	XP_010766164.1, XP_010766165.1, XP_010766166.1, XP_010766167.1, XP_010766168.1	ENSGACP00000002884.1, ENSGACP00000002889.1
OG0000174	XP_010766715.1, XP_010766716.1, XP_010766717.1, XP_010770828.1, XP_010786061.1	ENSGACP00000002111.1, ENSGACP00000003927.1
OG0000175	XP_010766757.1, XP_010768677.1, XP_010784448.1, XP_010796200.1	ENSGACP00000006413.1, ENSGACP00000010249.1, ENSGACP00000010251.1
OG0000176	XP_010766905.1	ENSGACP00000007646.1, ENSGACP00000007657.1, ENSGACP00000007661.1, ENSGACP00000007666.1, ENSGACP00000007674.1, ENSGACP00000007681.1
OG0000177	XP_010767114.1, XP_010767121.1, XP_010767126.1, XP_010767136.1, XP_010767144.1, XP_010767153.1	ENSGACP00000012903.1
OG0000178	XP_010767843.1, XP_010770108.1, XP_010789862.1	ENSGACP00000000533.1, ENSGACP00000000536.1, ENSGACP00000000538.1, ENSGACP00000027230.1
OG0000179	XP_010767879.1, XP_010770112.1, XP_010772431.1, XP_010784790.1	ENSGACP00000013393.1, ENSGACP00000016255.1, ENSGACP00000025629.1
OG0000180	XP_010767894.1, XP_010794898.1	ENSGACP00000001191.1, ENSGACP00000025682.1, ENSGACP00000025683.1, ENSGACP00000025684.1, ENSGACP00000025687.1
OG0000181	XP_010768110.1, XP_010775129.1	ENSGACP00000012073.1, ENSGACP00000012076.1, ENSGACP00000012085.1, ENSGACP00000016546.1, ENSGACP00000016551.1
OG0000182	XP_010768328.1, XP_010768329.1, XP_010768330.1, XP_010768331.1	ENSGACP00000004498.1, ENSGACP00000004501.1, ENSGACP00000004502.1
OG0000183	XP_010768369.1, XP_010768376.1, XP_010768381.1, XP_010768390.1, XP_010768397.1, XP_010768404.1	ENSGACP00000016426.1
OG0000184	XP_010768524.1, XP_010772643.1, XP_010780332.1, XP_010786457.1	ENSGACP00000006811.1, ENSGACP00000016667.1, ENSGACP00000016673.1
OG0000185	XP_010768687.1, XP_010778764.1, XP_010783831.1	ENSGACP00000003311.1, ENSGACP00000022809.1, ENSGACP00000022810.1, ENSGACP00000022815.1
OG0000186	XP_010769205.1, XP_010769206.1, XP_010769207.1, XP_010769208.1, XP_010769209.1, XP_010769210.1	ENSGACP00000011656.1
OG0000187	XP_010769765.1, XP_010769766.1, XP_010769767.1, XP_010769768.1, XP_010769769.1, XP_010769770.1	ENSGACP00000007174.2
OG0000188	XP_010770083.1, XP_010770084.1, XP_010770086.1, XP_010770087.1, XP_010778209.1	ENSGACP00000004880.1, ENSGACP00000004884.1
OG0000189	XP_010770678.1, XP_010770685.1, XP_010770693.1, XP_010770702.1, XP_010770710.1, XP_010770717.1	ENSGACP00000003935.1
OG0000190	XP_010771618.1, XP_010771619.1, XP_010771620.1, XP_010771621.1, XP_010771622.1	ENSGACP00000013441.1, ENSGACP00000013447.1
OG0000191	XP_010771660.1, XP_010783426.1, XP_010783427.1	ENSGACP00000004347.1, ENSGACP00000014146.1, ENSGACP00000014151.1, ENSGACP00000024642.1
OG0000192	XP_010771666.1, XP_010771667.1, XP_010771668.1, XP_010771669.1, XP_010771670.1, XP_010771671.1	ENSGACP00000016620.1
OG0000193	XP_010771790.1, XP_010771791.1, XP_010771792.1, XP_010771793.1, XP_010771794.1, XP_010771795.1	ENSGACP00000002175.1
OG0000194	XP_010771852.1, XP_010771853.1, XP_010771855.1, XP_010771856.1, XP_010771857.1, XP_010771858.1	ENSGACP00000005555.1
OG0000195	XP_010771939.1, XP_010785908.1	ENSGACP00000006701.1, ENSGACP00000006732.1, ENSGACP00000006749.1, ENSGACP00000006942.1, ENSGACP00000006947.1
OG0000196	XP_010772324.1, XP_010772334.1, XP_010772342.1, XP_010778550.1, XP_010778551.1	ENSGACP00000006600.1, ENSGACP00000017198.1
OG0000197	XP_010772590.1, XP_010772591.1, XP_010772592.1, XP_010772593.1, XP_010772594.1, XP_010772595.1	ENSGACP00000002186.1
OG0000198	XP_010772809.1, XP_010779426.1	ENSGACP00000015870.1, ENSGACP00000015922.1, ENSGACP00000015927.1, ENSGACP00000015937.1, ENSGACP00000025992.1
OG0000199	XP_010773531.1, XP_010773532.1, XP_010773534.1, XP_010791632.1, XP_010791633.1	ENSGACP00000017061.1, ENSGACP00000020089.1
OG0000200	XP_010773562.1, XP_010773563.1, XP_010773564.1, XP_010773565.1, XP_010773567.1	ENSGACP00000002148.1, ENSGACP00000002151.1
OG0000201	XP_010773568.1, XP_010773569.1, XP_010773570.1, XP_010773571.1	ENSGACP00000002157.1, ENSGACP00000002159.1, ENSGACP00000002162.1
OG0000202	XP_010773832.1, XP_010781337.1, XP_010786584.1	ENSGACP00000005598.1, ENSGACP00000005609.1, ENSGACP00000005620.1, ENSGACP00000015903.1
OG0000203	XP_010774058.1, XP_010793185.1, XP_010793186.1	ENSGACP00000003716.1, ENSGACP00000003720.1, ENSGACP00000013301.1, ENSGACP00000013304.1
OG0000204	XP_010774210.1, XP_010774211.1, XP_010774212.1, XP_010774213.1, XP_010774214.1, XP_010774215.1	ENSGACP00000017751.1
OG0000205	XP_010774322.1, XP_010774323.1, XP_010774324.1, XP_010774325.1, XP_010774326.1	ENSGACP00000003499.1, ENSGACP00000003504.1
OG0000206	XP_010774350.1, XP_010785624.1, XP_010789735.1, XP_010789736.1	ENSGACP00000005605.1, ENSGACP00000010806.1, ENSGACP00000022591.1
OG0000207	XP_010774376.1, XP_010777478.1, XP_010790290.1	ENSGACP00000010201.1, ENSGACP00000010210.1, ENSGACP00000014888.1, ENSGACP00000024468.1
OG0000208	XP_010774510.1, XP_010774511.1, XP_010774512.1, XP_010774513.1, XP_010774514.1, XP_010774516.1	ENSGACP00000007228.2
OG0000209	XP_010774639.1, XP_010775235.1, XP_010786090.1	ENSGACP00000015610.1, ENSGACP00000015613.1, ENSGACP00000026443.1, ENSGACP00000026446.1
OG0000210	XP_010774743.1, XP_010774744.1, XP_010774745.1, XP_010774746.1, XP_010774747.1, XP_010774749.1	ENSGACP00000003303.1
OG0000211	XP_010774812.1, XP_010774813.1, XP_010774814.1, XP_010774815.1, XP_010774816.1, XP_010774817.1	ENSGACP00000017425.1
OG0000212	XP_010774905.1, XP_010774906.1, XP_010774907.1, XP_010794583.1	ENSGACP00000017773.1, ENSGACP00000025591.1, ENSGACP00000025592.1
OG0000213	XP_010775524.1, XP_010775525.1, XP_010775526.1, XP_010775527.1	ENSGACP00000022289.1, ENSGACP00000022291.1, ENSGACP00000022293.1
OG0000214	XP_010776453.1, XP_010776489.1	ENSGACP00000024341.1, ENSGACP00000024343.1, ENSGACP00000024344.1, ENSGACP00000024346.1, ENSGACP00000024354.1
OG0000215	XP_010776874.1, XP_010776875.1, XP_010795779.1, XP_010795781.1	ENSGACP00000007543.1, ENSGACP00000007549.1, ENSGACP00000022594.1
OG0000216	XP_010777328.1, XP_010785107.1, XP_010794292.1	ENSGACP00000014897.1, ENSGACP00000014907.1, ENSGACP00000014938.1, ENSGACP00000021396.1
OG0000217	XP_010777832.1, XP_010777833.1, XP_010777834.1, XP_010777835.1, XP_010783737.1	ENSGACP00000021911.2, ENSGACP00000025117.1
OG0000218	XP_010778096.1	ENSGACP00000006481.1, ENSGACP00000011724.1, ENSGACP00000011730.1, ENSGACP00000011736.1, ENSGACP00000025133.1, ENSGACP00000025134.1
OG0000219	XP_010778132.1, XP_010790272.1, XP_010790273.1, XP_010792099.1	ENSGACP00000014903.1, ENSGACP00000015900.1, ENSGACP00000015907.1
OG0000220	XP_010778219.1, XP_010778220.1, XP_010778221.1, XP_010778222.1, XP_010778223.1, XP_010778224.1	ENSGACP00000023683.1
OG0000221	XP_010778343.1, XP_010793092.1	ENSGACP00000001727.2, ENSGACP00000001732.1, ENSGACP00000022290.1, ENSGACP00000026471.1, ENSGACP00000026474.1
OG0000222	XP_010778830.1, XP_010778831.1, XP_010778832.1, XP_010778833.1, XP_010778834.1	ENSGACP00000009273.1, ENSGACP00000009275.1
OG0000223	XP_010779966.1, XP_010779967.1, XP_010779968.1, XP_010779969.1, XP_010779970.1	ENSGACP00000021566.1, ENSGACP00000021572.1
OG0000224	XP_010780076.1, XP_010780077.1, XP_010780079.1, XP_010780080.1, XP_010780081.1, XP_010780082.1	ENSGACP00000017630.1
OG0000225	XP_010780109.1, XP_010780110.1, XP_010780111.1, XP_010780112.1, XP_010780113.1, XP_010780114.1	ENSGACP00000019880.1
OG0000226	XP_010780347.1, XP_010780348.1, XP_010780349.1, XP_010780352.1, XP_010780353.1, XP_010780354.1	ENSGACP00000012691.1
OG0000227	XP_010781615.1, XP_010781616.1, XP_010781617.1, XP_010781618.1	ENSGACP00000006853.2, ENSGACP00000006859.1, ENSGACP00000006868.1
OG0000228	XP_010781955.1, XP_010781956.1, XP_010781957.1, XP_010781958.1, XP_010781959.1, XP_010781960.1	ENSGACP00000007341.1
OG0000229	XP_010783046.1, XP_010792563.1, XP_010795078.1	ENSGACP00000005199.1, ENSGACP00000009810.1, ENSGACP00000021184.1, ENSGACP00000021185.1
OG0000230	XP_010783450.1, XP_010783451.1, XP_010783452.1, XP_010783454.1, XP_010783455.1, XP_010783456.1	ENSGACP00000021873.2
OG0000231	XP_010784504.1	ENSGACP00000026380.1, ENSGACP00000026381.1, ENSGACP00000026385.1, ENSGACP00000026387.1, ENSGACP00000026388.1, ENSGACP00000026390.1
OG0000232	XP_010785255.1	ENSGACP00000000150.1, ENSGACP00000000176.1, ENSGACP00000000202.1, ENSGACP00000001181.1, ENSGACP00000019434.1, ENSGACP00000019437.1
OG0000233	XP_010785297.1	ENSGACP00000000421.1, ENSGACP00000000434.1, ENSGACP00000000439.1, ENSGACP00000000442.1, ENSGACP00000000445.1, ENSGACP00000025193.1
OG0000234	XP_010785316.1, XP_010785323.1, XP_010785331.1, XP_010785339.1, XP_010785347.1	ENSGACP00000022910.1, ENSGACP00000022911.1
OG0000235	XP_010785550.1, XP_010785560.1, XP_010785566.1, XP_010785574.1, XP_010785580.1, XP_010785588.1	ENSGACP00000023495.1
OG0000236	XP_010786259.1, XP_010786260.1, XP_010786261.1, XP_010786262.1, XP_010786263.1, XP_010786264.1	ENSGACP00000023296.1
OG0000237	XP_010786822.1, XP_010786823.1, XP_010786824.1, XP_010786825.1	ENSGACP00000015175.1, ENSGACP00000015183.1, ENSGACP00000015192.1
OG0000238	XP_010786894.1, XP_010786895.1, XP_010786896.1, XP_010786897.1, XP_010786898.1, XP_010786899.1	ENSGACP00000002593.1
OG0000239	XP_010787733.1, XP_010787734.1, XP_010787735.1, XP_010787736.1, XP_010787737.1, XP_010787738.1	ENSGACP00000018253.1
